Date,Temperature,Rainfall,WaterContent,Month,Season,Rainfall_7d_avg,WaterContent_7d_avg,PremiseIndex
2018-01-11,26.57,13.95,38.45,1,Wet,12.37,42.68,6.21
2018-01-12,26.56,15.68,28.94,1,Wet,10.69,38.47,6.61
2018-01-13,28.78,4.49,40.92,1,Wet,9.36,37.92,6.17
2018-01-14,28.86,2.35,44.91,1,Wet,8.34,38.33,8.46
2018-01-15,27.02,11.18,56.39,1,Wet,8.74,40.4,7.4
2018-01-16,30.21,1.7,23.15,1,Wet,8.25,38.02,3.04
2018-01-17,27.62,8.53,19.58,1,Wet,8.27,36.05,3.21
2018-01-18,29.44,2.7,35.92,1,Wet,6.66,35.69,2.79
2018-01-19,28.81,15.24,30.64,1,Wet,6.6,35.93,4.93
2018-01-20,27.04,6.37,40.82,1,Wet,6.87,35.91,4.95
2018-01-21,27.58,7.04,13.58,1,Wet,7.54,31.44,2.82
2018-01-22,27.13,2.2,42.63,1,Wet,6.25,29.47,5.36
2018-01-23,26.66,18.06,45.98,1,Wet,8.59,32.74,9.01
2018-01-24,27.75,10.31,19.04,1,Wet,8.85,32.66,4.67
2018-01-25,26.8,10.59,41.51,1,Wet,9.97,33.46,5.54
2018-01-26,27.83,2.82,33.21,1,Wet,8.2,33.82,3.66
2018-01-27,29.93,1.52,36.45,1,Wet,7.51,33.2,5.33
2018-01-28,28.7,4.46,41.59,1,Wet,7.14,37.2,4.48
2018-01-29,27.44,6.25,10.83,1,Wet,7.72,32.66,4.31
2018-01-30,27.36,4.35,28.77,1,Wet,5.76,30.2,5.01
2018-01-31,27.6,27.55,51.15,1,Wet,8.22,34.79,8.09
2018-02-01,31.54,18.38,41.75,2,Wet,9.33,34.82,5.3
2018-02-02,28.38,8.69,33.45,2,Wet,10.17,34.85,6.74
2018-02-03,29.46,4.77,44.36,2,Wet,10.64,35.99,6.19
2018-02-04,29.93,3.34,15.36,2,Wet,10.48,32.24,4.17
2018-02-05,30.68,8.4,33.81,2,Wet,10.78,35.52,3.89
2018-02-06,29.13,10.84,36.55,2,Wet,11.71,36.63,5.49
2018-02-07,28.5,5.98,33.69,2,Wet,8.63,34.14,4.99
2018-02-08,29.75,11.99,29.82,2,Wet,7.72,32.43,4.99
2018-02-09,30.78,5.61,55.9,2,Wet,7.27,35.64,6.93
2018-02-10,29.19,3.3,42.43,2,Wet,7.07,35.36,6.35
2018-02-11,28.62,12.01,61.72,2,Wet,8.3,41.99,7.92
2018-02-12,29.57,1.46,37.57,2,Wet,7.31,42.53,5.53
2018-02-13,27.84,2.34,39.5,2,Wet,6.1,42.95,5.96
2018-02-14,29.25,3.86,33.04,2,Wet,5.8,42.85,5.85
2018-02-15,30.64,5.24,49.83,2,Wet,4.83,45.71,8.15
2018-02-16,30.34,13.98,46.84,2,Wet,6.03,44.42,6.62
2018-02-17,29.32,2.21,29.86,2,Wet,5.87,42.62,3.25
2018-02-18,31.12,7.06,54.12,2,Wet,5.17,41.54,9.03
2018-02-19,31.37,10.93,25.72,2,Wet,6.52,39.84,5.38
2018-02-20,30.13,10.27,30.9,2,Wet,7.65,38.61,4.65
2018-02-21,28.0,13.99,69.3,2,Wet,9.1,43.79,11.76
2018-02-22,27.58,7.23,42.49,2,Wet,9.38,42.75,6.85
2018-02-23,30.85,5.1,7.75,2,Wet,8.11,37.16,3.76
2018-02-24,29.71,20.3,56.43,2,Wet,10.7,40.96,9.35
2018-02-25,31.1,4.94,23.72,2,Wet,10.39,36.61,6.43
2018-02-26,28.13,4.37,27.75,2,Wet,9.46,36.9,6.32
2018-02-27,29.3,4.1,58.79,2,Wet,8.57,40.89,7.77
2018-02-28,30.49,3.97,49.73,2,Wet,7.14,38.09,7.81
2018-03-01,29.27,23.53,68.81,3,Dry,9.47,41.85,11.48
2018-03-02,31.01,26.15,44.85,3,Dry,12.48,47.15,10.66
2018-03-03,29.88,15.2,39.25,3,Dry,11.75,44.7,6.46
2018-03-04,30.03,12.35,42.07,3,Dry,12.81,47.32,8.51
2018-03-05,28.82,4.38,42.19,3,Dry,12.81,49.38,8.37
2018-03-06,30.25,5.9,31.3,3,Dry,13.07,45.45,4.2
2018-03-07,32.19,1.91,50.31,3,Dry,12.77,45.54,6.5
2018-03-08,30.39,7.11,40.6,3,Dry,10.43,41.51,4.48
2018-03-09,29.21,2.59,46.98,3,Dry,7.06,41.81,6.37
2018-03-10,31.4,9.74,29.99,3,Dry,6.28,40.49,6.16
2018-03-11,29.24,4.67,29.55,3,Dry,5.19,38.7,6.2
2018-03-12,31.72,10.35,40.74,3,Dry,6.04,38.5,6.49
2018-03-13,28.73,4.03,28.63,3,Dry,5.77,38.11,6.15
2018-03-14,30.27,1.58,41.74,3,Dry,5.72,36.89,4.15
2018-03-15,31.53,3.47,43.45,3,Dry,5.2,37.3,4.2
2018-03-16,29.13,11.02,36.42,3,Dry,6.41,35.79,5.66
2018-03-17,30.08,11.54,45.81,3,Dry,6.66,38.05,7.37
2018-03-18,31.16,10.72,58.99,3,Dry,7.53,42.25,8.68
2018-03-19,27.74,9.65,48.16,3,Dry,7.43,43.31,5.3
2018-03-20,30.93,8.7,43.48,3,Dry,8.09,45.44,7.14
2018-03-21,29.91,13.4,53.68,3,Dry,9.78,47.14,7.53
2018-03-22,31.44,0.63,47.31,3,Dry,9.38,47.69,7.94
2018-03-23,29.17,22.81,63.42,3,Dry,11.06,51.55,11.47
2018-03-24,28.61,6.95,34.84,3,Dry,10.41,49.98,5.64
2018-03-25,29.46,13.47,49.8,3,Dry,10.8,48.67,8.13
2018-03-26,29.44,8.15,33.54,3,Dry,10.59,46.58,5.25
2018-03-27,29.79,4.59,33.13,3,Dry,10.0,45.1,5.8
2018-03-28,29.53,6.54,40.02,3,Dry,9.02,43.15,7.49
2018-03-29,27.99,3.29,18.15,3,Dry,9.4,38.99,2.56
2018-03-30,29.91,3.81,36.73,3,Dry,6.69,35.17,5.67
2018-03-31,30.23,11.93,32.63,3,Dry,7.4,34.86,4.88
2018-04-01,29.27,9.79,25.97,4,Dry,6.87,31.45,3.38
2018-04-02,29.75,1.39,39.06,4,Dry,5.91,32.24,4.78
2018-04-03,29.55,3.95,30.55,4,Dry,5.81,31.87,3.1
2018-04-04,28.08,6.93,37.74,4,Dry,5.87,31.55,4.51
2018-04-05,29.16,8.19,34.19,4,Dry,6.57,33.84,3.85
2018-04-06,29.58,28.76,46.84,4,Dry,10.13,35.28,10.51
2018-04-07,29.23,9.59,38.85,4,Dry,9.8,36.17,6.13
2018-04-08,27.97,1.16,17.31,4,Dry,8.57,34.93,2.2
2018-04-09,30.69,8.52,35.85,4,Dry,9.58,34.48,5.82
2018-04-10,28.49,2.66,51.93,4,Dry,9.4,37.53,6.82
2018-04-11,28.22,7.19,23.76,4,Dry,9.44,35.53,3.98
2018-04-12,29.5,30.51,68.67,4,Dry,12.63,40.46,12.1
2018-04-13,29.15,5.61,55.36,4,Dry,9.32,41.67,8.68
2018-04-14,30.07,15.67,34.68,4,Dry,10.19,41.08,6.08
2018-04-15,30.34,8.45,40.03,4,Dry,11.23,44.33,6.34
2018-04-16,30.18,22.1,34.68,4,Dry,13.17,44.16,7.33
2018-04-17,29.46,12.51,25.51,4,Dry,14.58,40.38,3.22
2018-04-18,30.02,17.09,45.34,4,Dry,15.99,43.47,6.84
2018-04-19,27.9,10.92,42.83,4,Dry,13.19,39.78,8.49
2018-04-20,30.56,5.55,28.77,4,Dry,13.18,35.98,6.67
2018-04-21,29.06,20.4,35.01,4,Dry,13.86,36.03,6.57
2018-04-22,31.43,10.05,30.2,4,Dry,14.09,34.62,6.06
2018-04-23,30.59,5.85,43.59,4,Dry,11.77,35.89,6.75
2018-04-24,29.27,4.6,42.66,4,Dry,10.64,38.34,9.5
2018-04-25,29.49,10.31,44.67,4,Dry,9.67,38.25,8.09
2018-04-26,30.65,18.08,40.61,4,Dry,10.69,37.93,7.11
2018-04-27,27.2,11.6,28.53,4,Dry,11.56,37.89,4.37
2018-04-28,29.3,6.22,48.1,4,Dry,9.53,39.77,5.39
2018-04-29,31.17,11.29,55.44,4,Dry,9.71,43.37,8.84
2018-04-30,30.31,14.61,36.44,4,Dry,10.96,42.35,6.11
2018-05-01,27.16,21.82,45.87,5,Dry,13.42,42.81,7.05
2018-05-02,28.31,22.69,33.48,5,Dry,15.19,41.21,6.67
2018-05-03,27.02,33.68,62.28,5,Dry,17.41,44.31,10.46
2018-05-04,27.66,22.58,68.82,5,Dry,18.98,50.06,13.69
2018-05-05,28.33,27.18,61.18,5,Dry,21.98,51.93,12.81
2018-05-06,28.51,29.1,75.4,5,Dry,24.52,54.78,13.92
2018-05-07,28.73,23.52,44.92,5,Dry,25.8,55.99,12.03
2018-05-08,29.23,27.41,38.85,5,Dry,26.59,54.99,10.26
2018-05-09,26.81,29.2,68.4,5,Dry,27.52,59.98,12.87
2018-05-10,28.02,38.63,62.62,5,Dry,28.23,60.03,15.62
2018-05-11,27.15,37.33,50.94,5,Dry,30.34,57.47,13.17
2018-05-12,27.6,30.28,72.95,5,Dry,30.78,59.15,13.41
2018-05-13,27.25,25.11,44.03,5,Dry,30.21,54.67,10.44
2018-05-14,28.5,37.58,48.87,5,Dry,32.22,55.24,11.49
2018-05-15,29.05,37.99,66.41,5,Dry,33.73,59.17,13.26
2018-05-16,29.11,24.51,36.59,5,Dry,33.06,54.63,11.03
2018-05-17,26.89,29.63,63.93,5,Dry,31.78,54.82,15.15
2018-05-18,27.88,25.86,39.16,5,Dry,30.14,53.13,8.64
2018-05-19,26.87,30.54,56.95,5,Dry,30.17,50.85,12.68
2018-05-20,26.83,24.23,52.55,5,Dry,30.05,52.07,10.53
2018-05-21,27.34,34.5,60.25,5,Dry,29.61,53.69,12.48
2018-05-22,28.34,30.59,41.59,5,Dry,28.55,50.15,9.79
2018-05-23,28.52,24.24,47.45,5,Dry,28.51,51.7,9.73
2018-05-24,28.65,33.64,70.65,5,Dry,29.08,52.66,13.98
2018-05-25,28.59,25.07,48.04,5,Dry,28.97,53.92,10.11
2018-05-26,27.15,21.43,35.63,5,Dry,27.67,50.88,9.27
2018-05-27,29.18,23.46,44.32,5,Dry,27.56,49.7,9.98
2018-05-28,28.8,35.61,45.9,5,Dry,27.72,47.66,10.79
2018-05-29,27.59,43.82,43.24,5,Dry,29.61,47.89,10.58
2018-05-30,27.63,44.21,63.61,5,Dry,32.46,50.2,13.44
2018-05-31,27.34,25.34,51.27,5,Dry,31.28,47.43,11.66
2018-06-01,24.71,17.17,50.73,6,Wet,30.15,47.82,10.52
2018-06-02,26.67,15.95,47.43,6,Wet,29.37,49.5,8.71
2018-06-03,26.82,18.24,50.74,6,Wet,28.62,50.42,10.4
2018-06-04,25.07,12.48,39.58,6,Wet,25.32,49.51,9.09
2018-06-05,24.77,15.46,63.64,6,Wet,21.27,52.43,9.3
2018-06-06,25.06,19.65,37.31,6,Wet,17.76,48.67,8.69
2018-06-07,26.11,25.66,47.36,6,Wet,17.8,48.11,8.98
2018-06-08,24.62,20.28,62.81,6,Wet,18.25,49.84,11.53
2018-06-09,27.13,16.92,39.64,6,Wet,18.39,48.72,7.48
2018-06-10,27.07,13.55,39.73,6,Wet,17.72,47.15,5.96
2018-06-11,26.42,26.3,55.09,6,Wet,19.69,49.37,9.07
2018-06-12,26.81,12.16,51.4,6,Wet,19.22,47.62,9.09
2018-06-13,26.06,12.64,41.53,6,Wet,18.22,48.22,8.29
2018-06-14,26.47,22.66,39.29,6,Wet,17.79,47.07,7.57
2018-06-15,24.7,23.9,45.02,6,Wet,18.31,44.53,9.62
2018-06-16,27.39,10.57,43.86,6,Wet,17.4,45.13,6.11
2018-06-17,25.51,16.97,40.63,6,Wet,17.89,45.26,7.92
2018-06-18,25.87,11.17,34.26,6,Wet,15.73,42.28,5.23
2018-06-19,28.49,17.31,34.53,6,Wet,16.46,39.87,6.3
2018-06-20,25.78,16.16,54.86,6,Wet,16.96,41.78,9.12
2018-06-21,26.74,30.55,53.23,6,Wet,18.09,43.77,9.47
2018-06-22,26.51,21.39,45.96,6,Wet,17.73,43.9,8.43
2018-06-23,24.67,21.65,54.12,6,Wet,19.31,45.37,10.89
2018-06-24,25.0,28.34,39.05,6,Wet,20.94,45.14,8.33
2018-06-25,28.04,28.8,53.46,6,Wet,23.46,47.89,11.84
2018-06-26,26.58,19.24,60.45,6,Wet,23.73,51.59,10.0
2018-06-27,25.98,14.95,41.32,6,Wet,23.56,49.66,9.18
2018-06-28,25.46,25.08,52.26,6,Wet,22.78,49.52,12.02
2018-06-29,26.32,24.57,51.63,6,Wet,23.23,50.33,7.99
2018-06-30,26.42,22.57,58.67,6,Wet,23.37,50.98,10.36
2018-07-01,24.23,19.21,47.38,7,Wet,22.06,52.17,10.26
2018-07-02,25.07,17.25,68.49,7,Wet,20.41,54.31,11.58
2018-07-03,23.13,28.84,55.39,7,Wet,21.78,53.59,11.73
2018-07-04,23.0,16.15,38.56,7,Wet,21.95,53.2,7.89
2018-07-05,25.04,14.76,56.93,7,Wet,20.48,53.86,10.45
2018-07-06,26.11,16.9,41.41,7,Wet,19.38,52.4,8.62
2018-07-07,24.84,14.15,35.32,7,Wet,18.18,49.07,8.73
2018-07-08,25.3,24.62,37.81,7,Wet,18.95,47.7,8.86
2018-07-09,23.93,19.22,50.16,7,Wet,19.23,45.08,9.52
2018-07-10,24.27,11.26,34.43,7,Wet,16.72,42.09,6.06
2018-07-11,24.25,21.42,39.36,7,Wet,17.47,42.2,7.39
2018-07-12,23.94,17.08,38.01,7,Wet,17.81,39.5,6.73
2018-07-13,25.41,18.42,41.1,7,Wet,18.02,39.46,8.09
2018-07-14,25.12,20.07,54.38,7,Wet,18.87,42.18,9.03
2018-07-15,23.6,15.57,47.29,7,Wet,17.58,43.53,8.63
2018-07-16,22.35,14.72,40.33,7,Wet,16.93,42.13,9.48
2018-07-17,23.94,22.6,53.69,7,Wet,18.55,44.88,10.66
2018-07-18,22.85,12.96,39.3,7,Wet,17.35,44.87,7.01
2018-07-19,24.02,13.74,43.06,7,Wet,16.87,45.59,9.13
2018-07-20,22.92,14.47,34.91,7,Wet,16.3,44.71,6.52
2018-07-21,25.26,26.14,44.33,7,Wet,17.17,43.27,6.8
2018-07-22,24.68,29.35,54.99,7,Wet,19.14,44.37,9.43
2018-07-23,24.66,14.44,43.09,7,Wet,19.1,44.77,6.1
2018-07-24,25.07,13.81,51.16,7,Wet,17.84,44.41,8.37
2018-07-25,24.39,19.14,50.3,7,Wet,18.73,45.98,9.26
2018-07-26,24.55,17.08,38.74,7,Wet,19.2,45.36,9.59
2018-07-27,25.43,24.8,37.04,7,Wet,20.68,45.67,8.81
2018-07-28,23.87,21.91,56.35,7,Wet,20.07,47.38,10.05
2018-07-29,24.61,35.13,61.42,7,Wet,20.9,48.3,12.92
2018-07-30,22.95,13.96,50.86,7,Wet,20.83,49.41,6.93
2018-07-31,24.08,24.65,54.31,7,Wet,22.38,49.86,10.9
2018-08-01,24.8,16.16,60.98,8,Wet,21.96,51.39,11.57
2018-08-02,23.35,13.61,38.72,8,Wet,21.46,51.38,6.62
2018-08-03,22.45,16.08,43.28,8,Wet,20.21,52.27,9.98
2018-08-04,22.8,16.6,51.18,8,Wet,19.45,51.54,9.91
2018-08-05,22.51,28.18,61.17,8,Wet,18.46,51.5,11.05
2018-08-06,22.77,12.01,42.88,8,Wet,18.18,50.36,8.8
2018-08-07,22.14,14.55,25.73,8,Wet,16.74,46.28,8.48
2018-08-08,23.03,18.82,27.38,8,Wet,17.12,41.48,6.5
2018-08-09,23.07,13.4,36.86,8,Wet,17.09,41.21,7.08
2018-08-10,22.54,33.52,57.03,8,Wet,19.58,43.18,10.4
2018-08-11,22.68,35.97,40.09,8,Wet,22.35,41.59,8.49
2018-08-12,22.88,18.31,44.35,8,Wet,20.94,39.19,8.93
2018-08-13,22.01,22.63,54.62,8,Wet,22.46,40.87,8.8
2018-08-14,23.02,31.03,54.23,8,Wet,24.81,44.94,10.94
2018-08-15,23.32,17.46,46.92,8,Wet,24.62,47.73,8.72
2018-08-16,24.0,22.11,53.57,8,Wet,25.86,50.12,11.09
2018-08-17,22.85,13.03,24.41,8,Wet,22.93,45.45,6.55
2018-08-18,21.98,11.31,45.58,8,Wet,19.41,46.24,9.14
2018-08-19,22.43,25.85,43.35,8,Wet,20.49,46.1,8.59
2018-08-20,21.39,17.82,41.87,8,Wet,19.8,44.27,7.78
2018-08-21,23.26,35.46,51.76,8,Wet,20.43,43.92,9.62
2018-08-22,20.48,15.17,52.88,8,Wet,20.11,44.77,8.54
2018-08-23,23.56,12.8,28.51,8,Wet,18.78,41.19,6.42
2018-08-24,23.68,24.79,63.65,8,Wet,20.46,46.8,12.03
2018-08-25,19.61,34.12,81.21,8,Wet,23.72,51.89,13.34
2018-08-26,23.81,13.06,24.94,8,Wet,21.89,49.26,7.45
2018-08-27,23.56,13.92,35.28,8,Wet,21.33,48.32,8.98
2018-08-28,22.25,30.49,60.51,8,Wet,20.62,49.57,12.0
2018-08-29,21.34,40.75,52.66,8,Wet,24.27,49.54,13.74
2018-08-30,21.7,22.18,45.03,8,Wet,25.62,51.9,8.95
2018-08-31,21.78,14.8,43.6,8,Wet,24.19,49.03,7.38
2018-09-01,23.32,19.28,38.3,9,Dry,22.07,42.9,6.07
2018-09-02,21.55,6.7,36.18,9,Dry,21.16,44.51,8.21
2018-09-03,22.91,4.93,43.43,9,Dry,19.88,45.67,8.01
2018-09-04,21.88,5.55,33.65,9,Dry,16.31,41.84,5.73
2018-09-05,22.06,13.49,30.41,9,Dry,12.42,38.66,5.9
2018-09-06,20.43,8.65,48.57,9,Dry,10.49,39.16,5.78
2018-09-07,20.85,11.7,53.25,9,Dry,10.04,40.54,10.33
2018-09-08,23.29,15.08,45.75,9,Dry,9.44,41.61,7.58
2018-09-09,21.84,6.98,25.76,9,Dry,9.48,40.12,4.63
2018-09-10,22.3,16.43,34.36,9,Dry,11.13,38.82,6.96
2018-09-11,23.81,8.41,13.05,9,Dry,11.53,35.88,3.68
2018-09-12,21.87,5.62,28.57,9,Dry,10.41,35.62,4.62
2018-09-13,21.82,2.24,42.45,9,Dry,9.49,34.74,4.59
2018-09-14,23.21,6.75,28.56,9,Dry,8.79,31.22,4.56
2018-09-15,22.01,21.93,37.98,9,Dry,9.76,30.1,8.17
2018-09-16,22.32,14.55,51.87,9,Dry,10.85,33.83,8.83
2018-09-17,23.0,11.64,50.83,9,Dry,10.16,36.19,8.92
2018-09-18,22.0,3.31,27.29,9,Dry,9.43,38.22,3.69
2018-09-19,22.79,5.47,39.47,9,Dry,9.41,39.78,4.8
2018-09-20,21.88,13.18,31.87,9,Dry,10.98,38.27,5.48
2018-09-21,22.98,15.53,39.0,9,Dry,12.23,39.76,6.85
2018-09-22,22.42,14.79,23.63,9,Dry,11.21,37.71,6.01
2018-09-23,21.77,10.07,41.66,9,Dry,10.57,36.25,4.41
2018-09-24,22.07,4.36,32.46,9,Dry,9.53,33.62,6.06
2018-09-25,19.56,15.55,35.72,9,Dry,11.28,34.83,5.68
2018-09-26,23.19,5.43,33.43,9,Dry,11.27,33.97,4.4
2018-09-27,20.75,15.7,40.41,9,Dry,11.63,35.19,5.39
2018-09-28,20.93,6.76,27.14,9,Dry,10.38,33.49,2.4
2018-09-29,21.56,24.62,53.68,9,Dry,11.79,37.79,9.67
2018-09-30,20.21,6.21,31.99,9,Dry,11.23,36.4,4.91
2018-10-01,23.0,26.12,49.55,10,Dry,14.34,38.84,7.48
2018-10-02,22.9,27.88,37.69,10,Dry,16.1,39.13,6.52
2018-10-03,22.05,24.42,48.28,10,Dry,18.81,41.25,8.64
2018-10-04,21.86,23.76,47.22,10,Dry,19.97,42.22,10.7
2018-10-05,21.84,24.29,41.18,10,Dry,22.47,44.23,8.44
2018-10-06,23.15,39.99,67.31,10,Dry,24.67,46.17,11.51
2018-10-07,20.94,23.98,28.1,10,Dry,27.21,45.62,7.44
2018-10-08,22.13,26.16,46.11,10,Dry,27.21,45.13,9.47
2018-10-09,21.01,52.58,75.16,10,Dry,30.74,50.48,12.78
2018-10-10,23.3,36.03,79.81,10,Dry,32.4,54.98,15.2
2018-10-11,22.2,35.84,45.01,10,Dry,34.12,54.67,11.43
2018-10-12,23.08,49.42,70.42,10,Dry,37.71,58.85,16.76
2018-10-13,23.79,27.71,57.64,10,Dry,35.96,57.47,14.63
2018-10-14,23.8,21.42,47.77,10,Dry,35.59,60.27,12.55
2018-10-15,21.51,34.84,45.55,10,Dry,36.83,60.2,11.96
2018-10-16,22.85,27.08,46.83,10,Dry,33.19,56.15,10.07
2018-10-17,23.66,52.77,47.8,10,Dry,35.58,51.57,15.92
2018-10-18,23.23,21.22,47.01,10,Dry,33.49,51.86,10.49
2018-10-19,23.33,23.77,34.85,10,Dry,29.83,46.78,8.75
2018-10-20,20.75,25.27,54.77,10,Dry,29.48,46.37,10.74
2018-10-21,23.22,27.82,45.72,10,Dry,30.39,46.08,10.38
2018-10-22,21.74,22.56,40.57,10,Dry,28.64,45.37,8.82
2018-10-23,23.2,30.86,56.35,10,Dry,29.18,46.73,10.91
2018-10-24,23.18,25.03,52.62,10,Dry,25.22,47.42,9.88
2018-10-25,23.13,36.77,68.13,10,Dry,27.44,50.43,13.38
2018-10-26,22.43,40.92,60.12,10,Dry,29.89,54.04,12.79
2018-10-27,23.85,26.45,50.11,10,Dry,30.06,53.38,10.39
2018-10-28,23.05,32.17,41.87,10,Dry,30.68,52.82,10.81
2018-10-29,22.86,28.36,67.17,10,Dry,31.51,56.62,13.11
2018-10-30,21.6,27.89,42.97,10,Dry,31.08,54.71,12.14
2018-10-31,22.93,22.37,55.14,10,Dry,30.7,55.07,8.7
2018-11-01,25.98,27.57,59.37,11,Dry,29.39,53.82,13.39
2018-11-02,22.61,35.62,62.5,11,Dry,28.63,54.16,14.39
2018-11-03,24.73,31.06,52.48,11,Dry,29.29,54.5,9.68
2018-11-04,24.86,23.85,45.46,11,Dry,28.1,55.01,10.13
2018-11-05,25.73,22.39,47.27,11,Dry,27.25,52.17,9.91
2018-11-06,24.73,27.36,32.85,11,Dry,27.17,50.72,7.59
2018-11-07,24.01,24.5,49.34,11,Dry,27.48,49.89,9.63
2018-11-08,24.42,24.96,64.82,11,Dry,27.11,50.67,10.99
2018-11-09,23.73,24.57,47.4,11,Dry,25.53,48.52,11.81
2018-11-10,25.22,28.45,52.43,11,Dry,25.15,48.51,11.85
2018-11-11,22.45,32.78,45.98,11,Dry,26.43,48.58,11.86
2018-11-12,23.51,24.36,51.34,11,Dry,26.71,49.17,11.26
2018-11-13,24.45,24.2,41.58,11,Dry,26.26,50.41,8.42
2018-11-14,25.17,22.8,56.73,11,Dry,26.02,51.47,10.61
2018-11-15,23.99,29.52,65.03,11,Dry,26.67,51.5,13.07
2018-11-16,23.22,35.36,71.88,11,Dry,28.21,55.0,12.85
2018-11-17,23.79,27.65,37.69,11,Dry,28.09,52.89,10.51
2018-11-18,23.63,32.82,63.48,11,Dry,28.1,55.39,12.83
2018-11-19,23.68,38.34,67.14,11,Dry,30.1,57.65,13.84
2018-11-20,23.56,29.98,49.84,11,Dry,30.92,58.83,12.62
2018-11-21,23.57,23.94,61.08,11,Dry,31.09,59.45,13.07
2018-11-22,22.28,23.57,53.0,11,Dry,30.24,57.73,11.12
2018-11-23,24.3,24.15,63.05,11,Dry,28.64,56.47,13.66
2018-11-24,24.67,46.61,54.61,11,Dry,31.34,58.89,12.71
2018-11-25,25.5,51.69,64.21,11,Dry,34.04,58.99,16.1
2018-11-26,24.86,26.25,51.94,11,Dry,32.31,56.82,12.38
2018-11-27,24.81,37.72,71.9,11,Dry,33.42,59.97,14.79
2018-11-28,24.3,39.92,66.49,11,Dry,35.7,60.74,15.26
2018-11-29,22.24,22.42,38.46,11,Dry,35.54,58.67,9.0
2018-11-30,24.28,45.62,84.26,11,Dry,38.6,61.69,18.45
2018-12-01,26.11,26.87,48.55,12,Wet,35.78,60.83,11.87
2018-12-02,27.03,26.6,42.12,12,Wet,32.2,57.67,10.39
2018-12-03,26.57,22.9,40.57,12,Wet,31.72,56.05,11.37
2018-12-04,25.87,46.73,54.06,12,Wet,33.01,53.5,12.76
2018-12-05,27.96,28.81,30.58,12,Wet,31.42,48.37,7.67
2018-12-06,26.85,44.97,64.81,12,Wet,34.64,52.14,12.88
2018-12-07,26.34,39.09,45.73,12,Wet,33.71,46.63,12.12
2018-12-08,26.46,26.34,54.21,12,Wet,33.64,47.44,10.05
2018-12-09,26.06,29.03,63.07,12,Wet,33.98,50.43,14.59
2018-12-10,26.02,24.88,53.67,12,Wet,34.27,52.3,9.47
2018-12-11,23.83,25.39,50.75,12,Wet,31.22,51.83,12.81
2018-12-12,25.08,31.52,39.81,12,Wet,31.6,53.15,10.82
2018-12-13,25.46,34.25,65.86,12,Wet,30.07,53.3,13.37
2018-12-14,26.45,21.36,66.56,12,Wet,27.54,56.27,12.03
2018-12-15,24.35,21.41,61.21,12,Wet,26.83,57.27,12.41
2018-12-16,25.48,25.51,37.1,12,Wet,26.33,53.56,9.51
2018-12-17,25.35,30.33,53.48,12,Wet,27.11,53.54,12.83
2018-12-18,26.12,40.15,59.29,12,Wet,29.22,54.76,13.49
2018-12-19,26.45,28.71,48.99,12,Wet,28.82,56.07,11.61
2018-12-20,25.35,26.84,51.74,12,Wet,27.76,54.05,10.92
2018-12-21,25.43,32.66,77.78,12,Wet,29.37,55.66,14.66
2018-12-22,25.32,23.88,50.18,12,Wet,29.73,54.08,11.34
2018-12-23,25.61,28.88,48.66,12,Wet,30.21,55.73,9.68
2018-12-24,25.95,27.52,55.0,12,Wet,29.81,55.95,10.61
2018-12-25,27.32,29.4,40.39,12,Wet,28.27,53.25,11.15
2018-12-26,24.99,38.46,53.6,12,Wet,29.66,53.91,12.73
2018-12-27,27.75,21.67,57.2,12,Wet,28.92,54.69,11.47
2018-12-28,24.77,27.85,54.17,12,Wet,28.24,51.31,11.43
2018-12-29,26.95,34.21,78.38,12,Wet,29.71,55.34,15.33
2018-12-30,25.52,32.06,58.33,12,Wet,30.17,56.72,12.24
2018-12-31,25.09,21.84,35.02,12,Wet,29.36,53.87,8.42
2019-01-01,29.32,1.4,15.27,1,Wet,25.36,50.28,5.31
2019-01-02,28.08,13.5,50.81,1,Wet,21.79,49.88,8.48
2019-01-03,28.04,1.76,20.99,1,Wet,18.95,44.71,5.24
2019-01-04,27.72,9.0,25.89,1,Wet,16.25,40.67,3.65
2019-01-05,27.42,17.63,38.96,1,Wet,13.88,35.04,7.92
2019-01-06,27.82,2.26,41.77,1,Wet,9.63,32.67,5.92
2019-01-07,24.77,25.06,46.37,1,Wet,10.09,34.29,8.1
2019-01-08,26.15,13.18,32.13,1,Wet,11.77,36.7,6.75
2019-01-09,28.39,43.53,76.95,1,Wet,16.06,40.44,15.3
2019-01-10,29.18,5.66,44.95,1,Wet,16.62,43.86,8.51
2019-01-11,29.36,20.77,63.29,1,Wet,18.3,49.2,9.26
2019-01-12,27.04,6.19,48.46,1,Wet,16.67,50.56,7.01
2019-01-13,28.19,8.59,47.46,1,Wet,17.57,51.37,7.96
2019-01-14,25.81,4.79,26.32,1,Wet,14.67,48.51,5.61
2019-01-15,27.65,8.28,43.22,1,Wet,13.97,50.09,8.32
2019-01-16,28.82,16.03,54.97,1,Wet,10.05,46.95,8.44
2019-01-17,27.98,25.65,69.08,1,Wet,12.9,50.4,12.08
2019-01-18,27.67,4.0,34.91,1,Wet,10.5,46.35,5.26
2019-01-19,27.99,9.6,32.76,1,Wet,10.99,44.1,5.51
2019-01-20,29.28,5.32,25.41,1,Wet,10.52,40.95,3.33
2019-01-21,27.76,9.98,47.78,1,Wet,11.27,44.02,6.78
